,N,M,K,type,trials,times,volume
903,100,100,100,plain-js,100,6.5,1000000
904,100,100,100,plain-js,100,6.199999988079071,1000000
905,100,100,100,plain-js,100,6.199999988079071,1000000
906,100,100,100,plain-js,100,6.199999988079071,1000000
907,100,100,100,plain-js,100,6.300000011920929,1000000
908,100,100,100,plain-js,100,6.100000023841858,1000000
909,100,100,100,plain-js,100,6.400000035762787,1000000
910,100,100,100,plain-js,100,6.400000035762787,1000000
911,100,100,100,plain-js,100,6.299999952316284,1000000
912,100,100,100,plain-js,100,6.200000047683716,1000000
913,100,100,100,plain-js,100,6.199999988079071,1000000
914,100,100,100,plain-js,100,6.600000023841858,1000000
915,100,100,100,plain-js,100,6.300000011920929,1000000
916,100,100,100,plain-js,100,6.199999988079071,1000000
917,100,100,100,plain-js,100,6.199999988079071,1000000
918,100,100,100,plain-js,100,6.199999988079071,1000000
919,100,100,100,plain-js,100,6.199999988079071,1000000
920,500,500,500,tf-wasm,50,39.89999997615814,125000000
921,500,500,500,tf-wasm,50,31.600000023841858,125000000
922,500,500,500,tf-wasm,50,32.19999998807907,125000000
923,500,500,500,tf-wasm,50,27.600000023841858,125000000
924,500,500,500,tf-wasm,50,38.39999997615814,125000000
925,500,500,500,tf-wasm,50,38.40000003576279,125000000
926,500,500,500,tf-wasm,50,30.19999998807907,125000000
927,500,500,500,tf-wasm,50,37.19999998807907,125000000
928,500,500,500,tf-wasm,50,29.0,125000000
929,500,500,500,tf-wasm,50,29.0,125000000
930,500,500,500,tf-wasm,50,38.90000003576279,125000000
931,500,500,500,tf-wasm,50,28.0,125000000
932,500,500,500,tf-wasm,50,34.90000003576279,125000000
933,500,500,500,tf-wasm,50,30.900000035762787,125000000
934,500,500,500,tf-wasm,50,33.80000001192093,125000000
935,500,500,500,tf-wasm,50,45.0,125000000
936,500,500,500,tf-wasm,50,34.69999998807907,125000000
937,500,500,500,tf-wasm,50,32.799999952316284,125000000
938,500,500,500,tf-wasm,50,34.19999998807907,125000000
939,500,500,500,tf-wasm,50,35.80000001192093,125000000
940,500,500,500,tf-wasm,50,31.799999952316284,125000000
941,500,500,500,tf-wasm,50,33.0,125000000
942,500,500,500,tf-wasm,50,33.30000001192093,125000000
943,500,500,500,tf-wasm,50,35.30000001192093,125000000
944,500,500,500,tf-wasm,50,32.30000001192093,125000000
945,500,500,500,tf-wasm,50,39.30000001192093,125000000
946,500,500,500,tf-wasm,50,44.299999952316284,125000000
947,500,500,500,tf-wasm,50,35.0,125000000
948,500,500,500,tf-wasm,50,32.0,125000000
949,500,500,500,tf-wasm,50,30.5,125000000
950,500,500,500,tf-wasm,50,32.39999997615814,125000000
951,500,500,500,tf-wasm,50,32.80000001192093,125000000
952,500,500,500,tf-wasm,50,32.30000001192093,125000000
953,500,500,500,tf-wasm,50,35.5,125000000
954,500,500,500,tf-wasm,50,30.599999964237213,125000000
955,500,500,500,tf-wasm,50,39.19999998807907,125000000
956,500,500,500,tf-wasm,50,30.5,125000000
957,500,500,500,tf-wasm,50,49.200000047683716,125000000
958,500,500,500,tf-wasm,50,31.0,125000000
959,500,500,500,tf-wasm,50,35.60000002384186,125000000
960,500,500,500,tf-wasm,50,31.0,125000000
961,500,500,500,tf-wasm,50,31.5,125000000
962,500,500,500,tf-wasm,50,29.900000035762787,125000000
963,500,500,500,tf-wasm,50,31.600000023841858,125000000
964,500,500,500,tf-wasm,50,31.5,125000000
965,500,500,500,tf-wasm,50,38.30000001192093,125000000
966,500,500,500,tf-wasm,50,35.90000003576279,125000000
967,500,500,500,tf-wasm,50,32.60000002384186,125000000
968,500,500,500,tf-wasm,50,31.80000001192093,125000000
969,500,500,500,tf-wasm,50,43.299999952316284,125000000
